ts,stage,suite,task,seed,cond,repeat,dir,rc,wall_s,result
20260817-15:35:40,P0,libero_spatial_task,9,6,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:35:40_ours_libero_spatial_task_t9_s6_r2,0,620.6,success
20260817-15:36:02,P0,libero_spatial_task,9,6,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:36:02_ours_libero_spatial_task_t9_s6_r3,0,673.0,policy_fail
20260817-15:41:08,P0,libero_spatial_task,9,7,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:41:08_ours_libero_spatial_task_t9_s7_r1,0,677.5,success
20260817-15:42:46,P0,libero_spatial_task,9,7,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:42:46_ours_libero_spatial_task_t9_s7_r3,0,637.0,success
20260817-15:42:00,P0,libero_spatial_task,9,7,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:42:00_ours_libero_spatial_task_t9_s7_r2,0,714.6,success
20260817-15:46:00,P0,libero_spatial_task,9,9,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:46:00_ours_libero_spatial_task_t9_s9_r1,0,496.0,success
20260817-15:43:57,P0,libero_spatial_task,9,8,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:43:57_ours_libero_spatial_task_t9_s8_r2,0,644.7,success
20260817-15:43:44,P0,libero_spatial_task,9,8,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:43:44_ours_libero_spatial_task_t9_s8_r1,0,705.6,policy_fail
20260817-15:44:36,P0,libero_spatial_task,9,8,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:44:36_ours_libero_spatial_task_t9_s8_r3,0,752.4,policy_fail
20260817-15:47:15,P0,libero_spatial_task,9,9,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:47:15_ours_libero_spatial_task_t9_s9_r2,0,755.4,policy_fail
20260817-15:53:23,P0,libero_spatial_task,9,10,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:53:23_ours_libero_spatial_task_t9_s10_r1,0,628.8,success
20260817-15:54:16,P0,libero_spatial_task,9,10,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:54:16_ours_libero_spatial_task_t9_s10_r3,0,661.6,policy_fail
20260817-15:52:26,P0,libero_spatial_task,9,9,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:52:26_ours_libero_spatial_task_t9_s9_r3,0,840.5,success
20260817-15:53:55,P0,libero_spatial_task,9,10,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:53:55_ours_libero_spatial_task_t9_s10_r2,0,960.6,success
20260817-16:09:57,P1,libero_spatial_task,0,3,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s3_r1,0,618.4,success
20260817-16:09:57,P1,libero_spatial_task,0,1,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s1_r2,0,750.8,policy_fail
20260817-16:09:57,P1,libero_spatial_task,0,2,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s2_r1,0,867.7,success
20260817-16:09:57,P1,libero_spatial_task,0,3,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s3_r2,0,882.0,success
20260817-16:09:57,P1,libero_spatial_task,0,2,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s2_r3,0,884.1,success
20260817-16:09:57,P1,libero_spatial_task,0,2,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s2_r2,0,964.6,policy_fail
20260817-16:09:57,P1,libero_spatial_task,0,1,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s1_r3,0,965.1,success
20260817-16:09:57,P1,libero_spatial_task,0,1,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s1_r1,0,997.0,policy_fail
20260817-16:20:16,P1,libero_spatial_task,0,3,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:20:16_hardcap_libero_spatial_task_t0_s3_r3,0,649.0,success
20260817-16:22:28,P1,libero_spatial_task,0,4,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:22:28_hardcap_libero_spatial_task_t0_s4_r1,0,632.8,policy_fail
20260817-16:26:34,P1,libero_spatial_task,0,6,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:26:34_hardcap_libero_spatial_task_t0_s6_r1,0,669.0,success
20260817-16:24:39,P1,libero_spatial_task,0,4,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:24:39_hardcap_libero_spatial_task_t0_s4_r3,0,837.0,policy_fail
20260817-16:26:02,P1,libero_spatial_task,0,5,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:26:02_hardcap_libero_spatial_task_t0_s5_r3,0,803.7,success
20260817-16:24:41,P1,libero_spatial_task,0,5,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:24:41_hardcap_libero_spatial_task_t0_s5_r1,0,924.4,policy_fail
20260817-16:26:02,P1,libero_spatial_task,0,5,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:26:02_hardcap_libero_spatial_task_t0_s5_r2,0,873.7,policy_fail
20260817-16:24:25,P1,libero_spatial_task,0,4,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:24:25_hardcap_libero_spatial_task_t0_s4_r2,0,1047.6,policy_fail
20260817-16:31:05,P1,libero_spatial_task,0,6,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:31:05_hardcap_libero_spatial_task_t0_s6_r2,0,649.9,success
20260817-16:37:43,P1,libero_spatial_task,0,7,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:37:43_hardcap_libero_spatial_task_t0_s7_r1,0,589.4,policy_fail
20260817-16:33:01,P1,libero_spatial_task,0,6,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:33:01_hardcap_libero_spatial_task_t0_s6_r3,0,949.1,policy_fail
20260817-16:40:36,P1,libero_spatial_task,0,8,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:40:36_hardcap_libero_spatial_task_t0_s8_r2,0,595.4,success
20260817-16:38:36,P1,libero_spatial_task,0,7,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:38:36_hardcap_libero_spatial_task_t0_s7_r2,0,798.1,policy_fail
20260817-16:40:06,P1,libero_spatial_task,0,8,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:40:06_hardcap_libero_spatial_task_t0_s8_r1,0,710.6,success
20260817-16:41:52,P1,libero_spatial_task,0,8,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:41:52_hardcap_libero_spatial_task_t0_s8_r3,0,824.3,policy_fail
20260817-16:41:55,P1,libero_spatial_task,0,9,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:41:55_hardcap_libero_spatial_task_t0_s9_r1,0,881.5,policy_fail
20260817-16:47:33,P1,libero_spatial_task,0,9,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:47:33_hardcap_libero_spatial_task_t0_s9_r2,0,649.2,success
20260817-16:48:50,P1,libero_spatial_task,0,9,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:48:50_hardcap_libero_spatial_task_t0_s9_r3,0,667.2,success
20260817-16:50:31,P1,libero_spatial_task,0,10,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:50:31_hardcap_libero_spatial_task_t0_s10_r1,0,798.3,success
20260817-16:51:56,P1,libero_spatial_task,0,10,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:51:56_hardcap_libero_spatial_task_t0_s10_r3,0,787.3,success
20260817-16:39:26,P1,libero_spatial_task,0,7,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:39:26_hardcap_libero_spatial_task_t0_s7_r3,0,1645.2,policy_fail
20260817-16:51:54,P1,libero_spatial_task,0,10,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:51:54_hardcap_libero_spatial_task_t0_s10_r2,0,966.1,success
20260817-16:55:37,P1,libero_spatial_task,7,1,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:55:37_hardcap_libero_spatial_task_t7_s1_r1,0,790.9,policy_fail
20260817-16:58:22,P1,libero_spatial_task,7,1,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:58:22_hardcap_libero_spatial_task_t7_s1_r3,0,724.9,policy_fail
20260817-16:56:36,P1,libero_spatial_task,7,1,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:56:36_hardcap_libero_spatial_task_t7_s1_r2,0,930.7,success
20260817-16:59:57,P1,libero_spatial_task,7,2,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:59:57_hardcap_libero_spatial_task_t7_s2_r1,0,792.3,success
20260817-17:03:49,P1,libero_spatial_task,7,2,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:03:49_hardcap_libero_spatial_task_t7_s2_r2,0,678.1,policy_fail
20260817-17:05:04,P1,libero_spatial_task,7,2,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:05:04_hardcap_libero_spatial_task_t7_s2_r3,0,627.2,policy_fail
20260817-17:06:51,P1,libero_spatial_task,7,3,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:06:51_hardcap_libero_spatial_task_t7_s3_r1,0,778.7,policy_fail
20260817-17:10:27,P1,libero_spatial_task,7,4,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:10:27_hardcap_libero_spatial_task_t7_s4_r1,0,701.9,success
20260817-17:08:48,P1,libero_spatial_task,7,3,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:08:48_hardcap_libero_spatial_task_t7_s3_r3,0,828.6,success
20260817-17:08:00,P1,libero_spatial_task,7,3,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:08:00_hardcap_libero_spatial_task_t7_s3_r2,0,881.4,policy_fail
20260817-17:12:07,P1,libero_spatial_task,7,4,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:12:07_hardcap_libero_spatial_task_t7_s4_r2,0,645.1,success
20260817-17:13:09,P1,libero_spatial_task,7,4,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:13:09_hardcap_libero_spatial_task_t7_s4_r3,0,725.4,success
20260817-17:15:31,P1,libero_spatial_task,7,5,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:15:31_hardcap_libero_spatial_task_t7_s5_r2,0,627.5,success
20260817-17:19:50,P1,libero_spatial_task,7,5,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:19:50_hardcap_libero_spatial_task_t7_s5_r3,0,583.6,success
20260817-17:15:07,P1,libero_spatial_task,7,5,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:15:07_hardcap_libero_spatial_task_t7_s5_r1,0,971.7,policy_fail
20260817-17:22:09,P1,libero_spatial_task,7,6,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:09_hardcap_libero_spatial_task_t7_s6_r1,0,769.4,policy_fail
20260817-17:25:15,P1,libero_spatial_task,7,7,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:25:15_hardcap_libero_spatial_task_t7_s7_r2,0,641.6,success
20260817-17:22:52,P1,libero_spatial_task,7,7,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:52_hardcap_libero_spatial_task_t7_s7_r1,0,811.8,success
20260817-17:22:36,P1,libero_spatial_task,7,6,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:36_hardcap_libero_spatial_task_t7_s6_r2,0,884.9,policy_fail
20260817-17:22:42,P1,libero_spatial_task,7,6,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:42_hardcap_libero_spatial_task_t7_s6_r3,0,932.2,policy_fail
20260817-17:29:33,P1,libero_spatial_task,7,8,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:29:33_hardcap_libero_spatial_task_t7_s8_r1,0,571.7,success
20260817-17:25:58,P1,libero_spatial_task,7,7,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:25:58_hardcap_libero_spatial_task_t7_s7_r3,0,964.1,policy_fail
20260817-17:35:56,P1,libero_spatial_task,7,9,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:35:56_hardcap_libero_spatial_task_t7_s9_r1,0,646.3,policy_fail
20260817-17:34:58,P1,libero_spatial_task,7,8,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:34:58_hardcap_libero_spatial_task_t7_s8_r3,0,736.5,policy_fail
20260817-17:38:14,P1,libero_spatial_task,7,10,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:38:14_hardcap_libero_spatial_task_t7_s10_r1,0,583.0,success
20260817-17:36:24,P1,libero_spatial_task,7,9,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:36:24_hardcap_libero_spatial_task_t7_s9_r2,0,713.4,success
20260817-17:31:19,P1,libero_spatial_task,7,8,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:31:19_hardcap_libero_spatial_task_t7_s8_r2,0,1077.5,success
20260817-17:37:21,P1,libero_spatial_task,7,9,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:37:21_hardcap_libero_spatial_task_t7_s9_r3,0,765.3,success
20260817-17:39:05,P1,libero_spatial_task,7,10,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:39:05_hardcap_libero_spatial_task_t7_s10_r2,0,721.0,policy_fail
20260817-17:42:02,P1,libero_spatial_task,7,10,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:42:02_hardcap_libero_spatial_task_t7_s10_r3,0,703.1,success
20260818-10:06:51,P1,libero_spatial_task,9,1,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r1,0,502.6,policy_fail
20260818-10:06:51,P1,libero_spatial_task,9,2,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r2,0,514.2,policy_fail
20260818-10:06:51,P1,libero_spatial_task,9,1,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r3,0,525.3,policy_fail
20260818-10:06:51,P1,libero_spatial_task,9,3,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s3_r1,0,655.1,success
20260818-10:06:51,P1,libero_spatial_task,9,3,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s3_r2,0,722.0,policy_fail
20260818-10:06:51,P1,libero_spatial_task,9,2,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r3,0,753.5,policy_fail
20260818-10:06:51,P1,libero_spatial_task,9,2,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r1,0,774.4,policy_fail
20260818-10:06:51,P1,libero_spatial_task,9,1,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r2,0,778.9,policy_fail
20260818-10:15:13,P1,libero_spatial_task,9,3,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:15:13_hardcap_libero_spatial_task_t9_s3_r3,0,527.7,policy_fail
20260818-10:15:25,P1,libero_spatial_task,9,4,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:15:25_hardcap_libero_spatial_task_t9_s4_r1,0,521.0,policy_fail
20260818-10:15:36,P1,libero_spatial_task,9,4,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:15:36_hardcap_libero_spatial_task_t9_s4_r2,0,648.9,policy_fail
20260818-10:19:49,P1,libero_spatial_task,9,6,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:19:49_hardcap_libero_spatial_task_t9_s6_r1,0,441.4,policy_fail
20260818-10:17:46,P1,libero_spatial_task,9,4,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:17:46_hardcap_libero_spatial_task_t9_s4_r3,0,593.0,success
20260818-10:19:24,P1,libero_spatial_task,9,5,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:19:24_hardcap_libero_spatial_task_t9_s5_r2,0,616.8,policy_fail
20260818-10:18:53,P1,libero_spatial_task,9,5,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:18:53_hardcap_libero_spatial_task_t9_s5_r1,0,664.8,policy_fail
20260818-10:19:45,P1,libero_spatial_task,9,5,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:19:45_hardcap_libero_spatial_task_t9_s5_r3,0,654.3,policy_fail
20260818-10:24:06,P1,libero_spatial_task,9,6,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:24:06_hardcap_libero_spatial_task_t9_s6_r3,0,557.5,success
20260818-10:27:39,P1,libero_spatial_task,9,7,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:27:39_hardcap_libero_spatial_task_t9_s7_r3,0,466.4,success
20260818-10:26:25,P1,libero_spatial_task,9,7,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:26:25_hardcap_libero_spatial_task_t9_s7_r1,0,564.9,success
20260818-10:24:01,P1,libero_spatial_task,9,6,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:24:01_hardcap_libero_spatial_task_t9_s6_r2,0,792.0,success
20260818-10:29:41,P1,libero_spatial_task,9,8,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:29:41_hardcap_libero_spatial_task_t9_s8_r1,0,522.7,success
20260818-10:27:11,P1,libero_spatial_task,9,7,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:27:11_hardcap_libero_spatial_task_t9_s7_r2,0,734.6,success
20260818-10:29:57,P1,libero_spatial_task,9,8,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:29:57_hardcap_libero_spatial_task_t9_s8_r2,0,658.2,policy_fail
20260818-10:30:39,P1,libero_spatial_task,9,8,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:30:39_hardcap_libero_spatial_task_t9_s8_r3,0,660.6,policy_fail
20260818-10:35:25,P1,libero_spatial_task,9,9,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:35:25_hardcap_libero_spatial_task_t9_s9_r2,0,445.5,success
20260818-10:33:23,P1,libero_spatial_task,9,9,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:33:23_hardcap_libero_spatial_task_t9_s9_r1,0,580.6,policy_fail
20260818-10:38:24,P1,libero_spatial_task,9,10,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:38:24_hardcap_libero_spatial_task_t9_s10_r2,0,528.6,success
20260818-10:37:13,P1,libero_spatial_task,9,10,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:37:13_hardcap_libero_spatial_task_t9_s10_r1,0,603.1,policy_fail
20260818-10:35:50,P1,libero_spatial_task,9,9,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:35:50_hardcap_libero_spatial_task_t9_s9_r3,0,721.4,policy_fail
20260818-10:39:25,P1,libero_spatial_task,9,10,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:39:25_hardcap_libero_spatial_task_t9_s10_r3,0,588.0,policy_fail
