src,cond,task,seed,repeat,run_id,success,result,mechanism,turns,n_picks,hold_turn,n_release,rel_fails,first_release_turn,stall_span,moves_after_hold,perc_after_hold,guard_blocks,near_repeat_rate
pg,baseline,7,9,1,20260814-18:51:14_libero_spatial_task_t7_s9,False,policy_fail,place_stall,40,1,27,0,0,,,4,8,0,0.12
pg,baseline,7,10,1,20260814-14:09:41_libero_spatial_task_t7_s10,True,success,success,40,1,25,1,0,37,12,5,6,0,0.0
pg,baseline,9,1,1,20260813-15:38:25_libero_spatial_task_t9_s1,False,policy_fail,place_stall,40,1,23,0,0,,,6,10,0,0.33
pg,baseline,9,2,1,20260813-15:38:56_libero_spatial_task_t9_s2,True,success,success,38,1,21,1,0,35,14,6,7,0,0.25
pg,baseline,9,3,1,20260813-15:42:48_libero_spatial_task_t9_s3,False,policy_fail,place_stall,40,1,32,0,0,,,3,4,0,0.0
pg,baseline,9,4,1,20260813-15:52:31_libero_spatial_task_t9_s4,True,success,success,39,1,23,1,0,37,14,5,7,0,0.42
pg,baseline,9,5,1,20260813-15:53:34_libero_spatial_task_t9_s5,True,success,success,37,1,23,1,0,35,12,5,5,0,0.1
pg,baseline,9,6,1,20260813-15:53:36_libero_spatial_task_t9_s6,False,policy_fail,place_fail,40,3,18,1,1,33,15,3,15,0,0.4
pg,baseline,9,7,1,20260813-15:56:15_libero_spatial_task_t9_s7,False,success,place_partial,40,1,20,1,0,38,18,6,11,0,0.0
pg,baseline,9,8,1,20260813-16:06:42_libero_spatial_task_t9_s8,False,policy_fail,place_fail,40,1,22,1,1,35,13,7,9,0,0.17
pg,baseline,9,9,1,20260813-16:07:13_libero_spatial_task_t9_s9,True,success,success,32,2,18,1,0,29,11,4,5,0,0.0
pg,baseline,9,10,1,20260813-16:08:46_libero_spatial_task_t9_s10,False,success,place_partial,40,1,20,1,0,40,20,6,12,0,0.18
pg,baseline,0,1,2,20260814-19:05:48_baseline_libero_spatial_task_t0_s1_r2,False,policy_fail,place_stall,40,1,28,0,0,,,4,7,0,0.0
pg,baseline,0,1,3,20260814-19:05:48_baseline_libero_spatial_task_t0_s1_r3,False,policy_fail,no_pick,21,0,,0,0,,,0,0,0,0.17
pg,baseline,0,2,2,20260814-19:19:20_baseline_libero_spatial_task_t0_s2_r2,False,policy_fail,place_fail,40,1,23,1,1,38,15,3,12,0,0.0
pg,baseline,0,2,3,20260814-19:21:22_baseline_libero_spatial_task_t0_s2_r3,False,success,place_partial,40,1,26,1,0,40,14,4,8,0,0.0
pg,baseline,0,3,2,20260814-19:31:03_baseline_libero_spatial_task_t0_s3_r2,False,policy_fail,place_stall,40,1,28,0,0,,,1,10,0,0.1
pg,baseline,0,3,3,20260814-19:31:14_baseline_libero_spatial_task_t0_s3_r3,False,policy_fail,place_stall,40,1,31,0,0,,,3,5,0,0.0
pg,baseline,0,4,2,20260814-19:43:36_baseline_libero_spatial_task_t0_s4_r2,False,policy_fail,place_fail,40,1,20,1,1,39,19,3,15,0,0.11
pg,baseline,0,4,3,20260814-19:44:42_baseline_libero_spatial_task_t0_s4_r3,False,policy_fail,place_fail,40,1,23,1,1,36,13,5,10,0,0.0
pg,baseline,0,5,2,20260814-19:57:23_baseline_libero_spatial_task_t0_s5_r2,True,success,success,31,1,18,1,1,29,11,4,5,0,0.0
pg,baseline,0,5,3,20260814-19:58:01_baseline_libero_spatial_task_t0_s5_r3,False,policy_fail,place_fail,40,1,17,1,1,26,9,6,14,0,0.0
pg,baseline,0,6,3,20260814-20:11:57_baseline_libero_spatial_task_t0_s6_r3,True,success,success,34,1,19,1,0,31,12,4,7,0,0.0
pg,baseline,0,6,2,20260814-20:10:51_baseline_libero_spatial_task_t0_s6_r2,False,policy_fail,place_fail,40,1,21,1,1,33,12,6,11,0,0.0
pg,baseline,0,7,2,20260814-20:26:17_baseline_libero_spatial_task_t0_s7_r2,False,policy_fail,no_pick,15,0,,0,0,,,0,0,0,0.0
pg,baseline,0,7,3,20260814-20:27:16_baseline_libero_spatial_task_t0_s7_r3,False,policy_fail,place_stall,40,1,25,0,0,,,4,9,0,0.2
pg,baseline,0,8,2,20260814-20:39:11_baseline_libero_spatial_task_t0_s8_r2,True,success,success,32,1,18,1,0,28,10,4,6,0,0.11
pg,baseline,0,8,3,20260814-20:39:31_baseline_libero_spatial_task_t0_s8_r3,True,success,success,32,1,17,1,0,29,12,4,8,0,0.0
pg,baseline,0,9,2,20260814-20:52:54_baseline_libero_spatial_task_t0_s9_r2,True,success,success,31,1,20,1,0,29,9,3,4,0,0.29
pg,baseline,0,9,3,20260814-20:53:05_baseline_libero_spatial_task_t0_s9_r3,True,success,success,32,2,12,1,1,21,9,7,8,0,0.0
pg,baseline,0,10,2,20260814-21:04:45_baseline_libero_spatial_task_t0_s10_r2,True,success,success,30,1,16,1,0,27,11,4,6,0,0.0
pg,baseline,0,10,3,20260814-21:06:12_baseline_libero_spatial_task_t0_s10_r3,True,success,success,40,1,24,1,0,38,14,3,9,0,0.0
pg,baseline,7,1,3,20260814-21:18:43_baseline_libero_spatial_task_t7_s1_r3,False,policy_fail,place_stall,40,2,27,0,0,,,3,8,0,0.09
pg,baseline,7,1,2,20260814-21:18:36_baseline_libero_spatial_task_t7_s1_r2,False,policy_fail,place_stall,40,3,26,0,0,,,2,9,0,0.0
pg,baseline,7,2,3,20260814-21:34:48_baseline_libero_spatial_task_t7_s2_r3,False,policy_fail,place_stall,40,1,21,0,0,,,5,12,0,0.0
pg,baseline,7,2,2,20260814-21:34:35_baseline_libero_spatial_task_t7_s2_r2,True,success,success,39,2,21,1,1,32,11,5,8,0,0.17
pg,baseline,7,3,3,20260814-21:50:48_baseline_libero_spatial_task_t7_s3_r3,False,policy_fail,place_stall,40,2,24,0,0,,,4,11,0,0.0
pg,baseline,7,3,2,20260814-21:49:17_baseline_libero_spatial_task_t7_s3_r2,False,success,place_partial,40,1,24,1,0,38,14,5,8,0,0.15
pg,baseline,7,4,2,20260814-22:02:59_baseline_libero_spatial_task_t7_s4_r2,False,policy_fail,place_fail,40,1,23,1,1,38,15,5,9,0,0.0
pg,baseline,7,4,3,20260814-22:04:40_baseline_libero_spatial_task_t7_s4_r3,False,policy_fail,place_stall,40,2,25,0,0,,,4,9,0,0.2
pg,baseline,7,5,2,20260814-22:16:24_baseline_libero_spatial_task_t7_s5_r2,False,success,place_partial,40,1,24,1,0,40,16,6,8,0,0.0
pg,baseline,7,5,3,20260814-22:17:53_baseline_libero_spatial_task_t7_s5_r3,True,success,success,40,1,24,1,0,37,13,6,6,0,0.22
pg,baseline,7,6,2,20260814-22:31:45_baseline_libero_spatial_task_t7_s6_r2,False,policy_fail,place_stall,40,2,37,0,0,,,0,2,0,0.05
pg,baseline,7,6,3,20260814-22:32:56_baseline_libero_spatial_task_t7_s6_r3,False,policy_fail,place_stall,40,1,27,0,0,,,4,10,0,0.15
pg,baseline,7,7,2,20260814-22:43:36_baseline_libero_spatial_task_t7_s7_r2,True,success,success,32,1,18,1,0,30,12,4,6,0,0.17
pg,baseline,7,7,3,20260814-22:45:21_baseline_libero_spatial_task_t7_s7_r3,False,success,place_partial,40,1,22,1,0,40,18,6,10,0,0.1
pg,baseline,7,8,3,20260814-22:59:19_baseline_libero_spatial_task_t7_s8_r3,False,policy_fail,place_stall,40,2,21,0,0,,,5,12,0,0.09
pg,baseline,7,8,2,20260814-22:59:19_baseline_libero_spatial_task_t7_s8_r2,False,policy_fail,place_fail,40,2,23,1,1,40,17,6,8,0,0.0
pg,baseline,7,9,2,20260814-23:13:47_baseline_libero_spatial_task_t7_s9_r2,True,success,success,35,1,21,1,0,33,12,3,7,0,0.0
pg,baseline,7,9,3,20260814-23:15:13_baseline_libero_spatial_task_t7_s9_r3,False,success,place_partial,40,1,24,1,0,40,16,4,10,0,0.0
pg,baseline,7,10,2,20260814-23:26:36_baseline_libero_spatial_task_t7_s10_r2,False,policy_fail,place_stall,40,2,24,0,0,,,4,11,0,0.08
pg,baseline,7,10,3,20260814-23:27:05_baseline_libero_spatial_task_t7_s10_r3,False,policy_fail,place_fail,40,2,20,1,1,32,12,6,13,0,0.12
pg,baseline,9,1,2,20260814-23:39:57_baseline_libero_spatial_task_t9_s1_r2,False,policy_fail,place_fail,40,2,18,2,2,29,11,7,10,0,0.18
pg,baseline,9,1,3,20260814-23:41:40_baseline_libero_spatial_task_t9_s1_r3,False,policy_fail,place_stall,40,2,23,0,0,,,3,12,0,0.06
pg,baseline,9,2,2,20260814-23:55:21_baseline_libero_spatial_task_t9_s2_r2,True,success,success,38,1,25,1,0,35,10,4,5,0,0.29
pg,baseline,9,2,3,20260814-23:56:05_baseline_libero_spatial_task_t9_s2_r3,False,policy_fail,place_fail,40,1,21,1,1,31,10,7,9,0,0.17
pg,baseline,9,3,3,20260815-00:10:12_baseline_libero_spatial_task_t9_s3_r3,False,policy_fail,place_stall,40,2,25,0,0,,,4,9,0,0.31
pg,baseline,9,3,2,20260815-00:09:44_baseline_libero_spatial_task_t9_s3_r2,True,success,success,36,1,20,1,0,34,14,5,9,0,0.0
pg,baseline,9,4,2,20260815-00:21:33_baseline_libero_spatial_task_t9_s4_r2,True,success,success,35,1,21,1,0,33,12,5,5,0,0.22
pg,baseline,9,4,3,20260815-00:23:23_baseline_libero_spatial_task_t9_s4_r3,True,success,success,37,1,22,1,0,34,12,4,7,0,0.2
pg,baseline,9,5,2,20260815-00:34:33_baseline_libero_spatial_task_t9_s5_r2,True,success,success,34,1,20,1,0,32,12,4,6,0,0.36
pg,baseline,9,5,3,20260815-00:35:13_baseline_libero_spatial_task_t9_s5_r3,True,success,success,31,2,16,1,0,28,12,5,5,0,0.5
pg,baseline,9,6,2,20260815-00:45:31_baseline_libero_spatial_task_t9_s6_r2,False,policy_fail,place_fail,40,2,19,2,2,33,14,7,11,0,0.11
pg,baseline,9,6,3,20260815-00:47:37_baseline_libero_spatial_task_t9_s6_r3,False,policy_fail,place_stall,40,2,25,0,0,,,2,11,0,0.21
pg,baseline,9,7,2,20260815-00:59:15_baseline_libero_spatial_task_t9_s7_r2,True,success,success,40,2,20,2,2,31,11,5,9,0,0.0
pg,baseline,9,7,3,20260815-01:01:39_baseline_libero_spatial_task_t9_s7_r3,False,policy_fail,place_stall,40,1,25,0,0,,,6,8,0,0.47
pg,baseline,9,8,2,20260815-01:12:59_baseline_libero_spatial_task_t9_s8_r2,True,success,success,31,1,18,1,0,29,11,4,5,0,0.2
pg,baseline,9,8,3,20260815-01:13:24_baseline_libero_spatial_task_t9_s8_r3,False,policy_fail,place_fail,40,1,19,1,1,34,15,6,13,0,0.25
pg,baseline,9,9,2,20260815-01:25:39_baseline_libero_spatial_task_t9_s9_r2,False,policy_fail,place_fail,40,1,21,1,1,39,18,6,11,0,0.17
pg,baseline,9,9,3,20260815-01:27:33_baseline_libero_spatial_task_t9_s9_r3,False,success,place_stall,40,1,16,0,0,,,9,14,0,0.17
pg,baseline,9,10,2,20260815-01:40:14_baseline_libero_spatial_task_t9_s10_r2,False,success,place_partial,40,2,28,1,0,40,12,2,7,0,0.14
pg,baseline,9,10,3,20260815-01:40:28_baseline_libero_spatial_task_t9_s10_r3,False,policy_fail,place_stall,40,1,24,0,0,,,4,11,0,0.06
pg,ours,0,2,3,20260817-13:51:45_ours_libero_spatial_task_t0_s2_r3,False,policy_fail,no_pick,18,0,,0,0,,,0,0,0,0.0
pg,ours,0,3,2,20260817-13:51:45_ours_libero_spatial_task_t0_s3_r2,False,policy_fail,place_stall,40,1,39,0,0,,,0,1,0,0.17
pg,ours,0,2,2,20260817-13:51:45_ours_libero_spatial_task_t0_s2_r2,False,policy_fail,place_fail,40,1,26,1,1,37,11,4,8,0,0.0
pg,ours,0,1,2,20260817-13:51:45_ours_libero_spatial_task_t0_s1_r2,False,policy_fail,no_pick,40,0,,0,0,,,0,0,0,0.06
pg,ours,0,1,3,20260817-13:51:45_ours_libero_spatial_task_t0_s1_r3,False,policy_fail,place_stall,40,1,32,0,0,,,2,5,0,0.07
pg,ours,0,3,1,20260817-13:51:45_ours_libero_spatial_task_t0_s3_r1,False,policy_fail,place_fail,40,2,13,1,1,25,12,7,16,0,0.0
pg,ours,0,1,1,20260817-13:51:45_ours_libero_spatial_task_t0_s1_r1,False,policy_fail,place_fail,40,1,19,1,1,37,18,7,12,0,0.0
pg,ours,0,2,1,20260817-13:51:45_ours_libero_spatial_task_t0_s2_r1,False,policy_fail,place_stall,40,1,31,0,0,,,2,6,0,0.08
pg,ours,0,5,1,20260817-14:02:52_ours_libero_spatial_task_t0_s5_r1,True,success,success,29,1,16,1,0,26,10,3,6,0,0.0
pg,ours,0,4,2,20260817-14:00:55_ours_libero_spatial_task_t0_s4_r2,False,policy_fail,place_stall,40,1,20,0,0,,,5,13,0,0.08
pg,ours,0,4,1,20260817-14:00:40_ours_libero_spatial_task_t0_s4_r1,False,policy_fail,place_fail,40,1,19,2,2,34,15,4,13,0,0.08
pg,ours,0,5,2,20260817-14:03:31_ours_libero_spatial_task_t0_s5_r2,True,success,success,40,1,24,1,0,37,13,2,10,0,0.08
pg,ours,0,3,3,20260817-14:00:33_ours_libero_spatial_task_t0_s3_r3,True,success,success,36,1,24,1,0,34,10,3,5,0,0.0
pg,ours,0,4,3,20260817-14:02:07_ours_libero_spatial_task_t0_s4_r3,False,policy_fail,place_fail,40,1,31,1,1,40,9,3,4,0,0.2
pg,ours,0,6,1,20260817-14:04:58_ours_libero_spatial_task_t0_s6_r1,False,policy_fail,place_fail,40,1,20,1,1,34,14,6,12,0,0.09
pg,ours,0,6,2,20260817-14:09:49_ours_libero_spatial_task_t0_s6_r2,False,policy_fail,place_stall,40,1,34,0,0,,,1,4,0,0.18
pg,ours,0,7,1,20260817-14:12:49_ours_libero_spatial_task_t0_s7_r1,False,policy_fail,place_stall,40,3,37,0,0,,,1,1,0,0.0
pg,ours,0,5,3,20260817-14:04:08_ours_libero_spatial_task_t0_s5_r3,False,success,place_partial,40,1,22,1,0,38,16,3,12,0,0.0
pg,ours,0,7,2,20260817-14:14:05_ours_libero_spatial_task_t0_s7_r2,False,policy_fail,grasp_fail,40,3,,0,0,,,0,0,0,0.08
pg,ours,0,6,3,20260817-14:11:20_ours_libero_spatial_task_t0_s6_r3,True,success,success,32,1,18,1,0,29,11,4,6,0,0.0
pg,ours,0,8,2,20260817-14:16:14_ours_libero_spatial_task_t0_s8_r2,True,success,success,37,1,24,1,0,34,10,3,6,0,0.0
pg,ours,0,8,3,20260817-14:17:36_ours_libero_spatial_task_t0_s8_r3,False,success,place_partial,40,1,28,1,0,40,12,3,7,0,0.05
pg,ours,0,7,3,20260817-14:14:12_ours_libero_spatial_task_t0_s7_r3,True,success,place_stall,40,1,21,0,0,,,4,10,0,0.0
pg,ours,0,8,1,20260817-14:16:10_ours_libero_spatial_task_t0_s8_r1,True,success,success,34,1,20,1,0,31,11,3,7,0,0.0
pg,ours,0,9,1,20260817-14:22:04_ours_libero_spatial_task_t0_s9_r1,True,success,success,40,1,28,1,0,38,10,3,5,0,0.0
pg,ours,0,9,3,20260817-14:24:02_ours_libero_spatial_task_t0_s9_r3,True,success,success,35,1,22,1,0,32,10,3,6,0,0.11
pg,ours,0,10,3,20260817-14:25:13_ours_libero_spatial_task_t0_s10_r3,False,policy_fail,place_fail,40,1,21,1,1,33,12,4,13,0,0.0
pg,ours,7,1,1,20260817-14:25:17_ours_libero_spatial_task_t7_s1_r1,False,policy_fail,place_stall,40,3,28,0,0,,,2,7,0,0.25
pg,ours,0,9,2,20260817-14:22:36_ours_libero_spatial_task_t0_s9_r2,True,success,success,36,1,22,1,0,33,11,3,7,0,0.0
pg,ours,0,10,2,20260817-14:25:07_ours_libero_spatial_task_t0_s10_r2,False,policy_fail,place_fail,40,1,22,1,1,33,11,2,12,0,0.0
pg,ours,7,1,2,20260817-14:29:23_ours_libero_spatial_task_t7_s1_r2,False,policy_fail,place_stall,40,1,32,0,0,,,2,5,0,0.0
pg,ours,0,10,1,20260817-14:24:50_ours_libero_spatial_task_t0_s10_r1,False,policy_fail,place_fail,40,1,22,1,1,38,16,4,12,0,0.0
pg,ours,7,1,3,20260817-14:30:16_ours_libero_spatial_task_t7_s1_r3,False,policy_fail,grasp_fail,40,3,,0,0,,,0,0,0,0.25
pg,ours,7,2,2,20260817-14:37:11_ours_libero_spatial_task_t7_s2_r2,True,success,success,31,1,19,1,0,29,10,4,3,0,
pg,ours,7,2,1,20260817-14:34:19_ours_libero_spatial_task_t7_s2_r1,False,policy_fail,grasp_fail,40,4,,0,0,,,0,0,0,0.08
pg,ours,7,2,3,20260817-14:37:49_ours_libero_spatial_task_t7_s2_r3,True,success,success,38,1,25,1,1,36,11,4,5,0,0.1
pg,ours,7,3,1,20260817-14:38:12_ours_libero_spatial_task_t7_s3_r1,False,success,place_partial,40,1,25,1,0,38,13,5,7,0,0.0
pg,ours,7,3,2,20260817-14:39:35_ours_libero_spatial_task_t7_s3_r2,True,success,success,36,1,20,1,0,34,14,6,6,0,0.0
pg,ours,7,3,3,20260817-14:41:03_ours_libero_spatial_task_t7_s3_r3,False,policy_fail,place_fail,40,4,26,1,1,38,12,4,6,0,0.11
pg,ours,7,4,2,20260817-14:45:05_ours_libero_spatial_task_t7_s4_r2,False,policy_fail,place_stall,40,2,24,0,0,,,5,7,0,0.08
pg,ours,7,4,1,20260817-14:44:41_ours_libero_spatial_task_t7_s4_r1,False,policy_fail,place_stall,40,2,24,0,0,,,4,11,0,0.1
pg,ours,7,5,2,20260817-14:48:17_ours_libero_spatial_task_t7_s5_r2,True,success,success,38,1,21,1,0,36,15,2,10,0,0.0
pg,ours,7,4,3,20260817-14:45:45_ours_libero_spatial_task_t7_s4_r3,True,success,success,36,2,24,1,0,34,10,5,2,0,0.0
pg,ours,7,5,1,20260817-14:47:25_ours_libero_spatial_task_t7_s5_r1,False,policy_fail,place_fail,40,1,23,1,1,37,14,6,9,0,0.09
pg,ours,7,6,1,20260817-14:51:50_ours_libero_spatial_task_t7_s6_r1,False,policy_fail,place_fail,40,1,25,1,1,37,12,6,7,0,0.0
pg,ours,7,5,3,20260817-14:51:36_ours_libero_spatial_task_t7_s5_r3,True,success,success,40,1,22,1,0,37,15,6,8,0,0.0
pg,ours,7,6,2,20260817-14:52:58_ours_libero_spatial_task_t7_s6_r2,False,policy_fail,place_stall,40,1,24,0,0,,,4,11,0,0.15
pg,ours,7,6,3,20260817-14:56:26_ours_libero_spatial_task_t7_s6_r3,False,policy_fail,place_fail,40,1,18,1,1,33,15,6,14,0,0.0
pg,ours,7,7,1,20260817-14:57:49_ours_libero_spatial_task_t7_s7_r1,False,policy_fail,no_pick,40,0,,0,0,,,0,0,0,0.35
pg,ours,7,7,2,20260817-14:59:35_ours_libero_spatial_task_t7_s7_r2,False,policy_fail,grasp_fail,40,2,,0,0,,,0,0,0,0.12
pg,ours,7,7,3,20260817-15:00:02_ours_libero_spatial_task_t7_s7_r3,False,policy_fail,grasp_fail,40,3,,0,0,,,0,0,0,0.17
pg,ours,7,8,1,20260817-15:00:23_ours_libero_spatial_task_t7_s8_r1,False,policy_fail,place_fail,40,1,25,1,1,35,10,6,8,0,0.08
pg,ours,7,8,2,20260817-15:01:47_ours_libero_spatial_task_t7_s8_r2,False,policy_fail,grasp_fail,40,7,,0,0,,,0,0,0,0.17
pg,ours,7,9,2,20260817-15:07:40_ours_libero_spatial_task_t7_s9_r2,True,success,success,32,1,19,1,0,29,10,4,5,0,0.0
pg,ours,7,9,1,20260817-15:06:31_ours_libero_spatial_task_t7_s9_r1,False,policy_fail,place_stall,40,2,23,0,0,,,2,17,0,0.13
pg,ours,7,8,3,20260817-15:04:06_ours_libero_spatial_task_t7_s8_r3,False,policy_fail,place_stall,40,3,29,0,0,,,2,6,0,0.0
pg,ours,7,9,3,20260817-15:07:54_ours_libero_spatial_task_t7_s9_r3,False,policy_fail,grasp_fail,40,5,,0,0,,,0,0,0,0.12
pg,ours,7,10,1,20260817-15:08:33_ours_libero_spatial_task_t7_s10_r1,False,policy_fail,place_fail,40,4,24,1,1,40,16,6,7,0,0.0
pg,ours,7,10,2,20260817-15:11:28_ours_libero_spatial_task_t7_s10_r2,True,success,success,38,1,23,1,0,36,13,4,7,0,0.0
pg,ours,7,10,3,20260817-15:11:52_ours_libero_spatial_task_t7_s10_r3,False,success,place_partial,40,1,21,1,0,39,18,9,8,0,0.0
pg,ours,9,1,1,20260817-15:13:52_ours_libero_spatial_task_t9_s1_r1,True,success,success,37,2,19,1,0,34,15,5,8,0,0.0
pg,ours,9,1,3,20260817-15:18:31_ours_libero_spatial_task_t9_s1_r3,False,policy_fail,place_fail,40,1,24,1,1,40,16,5,9,0,0.2
pg,ours,9,2,1,20260817-15:19:00_ours_libero_spatial_task_t9_s2_r1,False,policy_fail,place_stall,40,2,24,0,0,,,3,11,0,0.27
pg,ours,9,1,2,20260817-15:16:46_ours_libero_spatial_task_t9_s1_r2,False,policy_fail,place_fail,40,1,23,1,1,32,9,8,6,0,0.3
