src,cond,task,seed,repeat,result,run_id,n_turns,n_picks,picks_held,n_release,rel_term,first_hold_pick,n_moves,finish_status
pg,hardcap,9,1,3,policy_fail,20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r3,40,1,1,1,False,1,7,
pg,hardcap,9,1,2,policy_fail,20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r2,40,2,2,0,False,1,9,
pg,ours,9,1,1,success,20260817-15:13:52_ours_libero_spatial_task_t9_s1_r1,37,2,2,1,True,1,7,success
pg,ours,9,1,3,policy_fail,20260817-15:18:31_ours_libero_spatial_task_t9_s1_r3,40,1,1,1,False,1,8,
pg,ours,9,1,2,policy_fail,20260817-15:16:46_ours_libero_spatial_task_t9_s1_r2,40,1,1,1,False,1,10,
sm,structured,9,1,1,success,20260818-16:20:31_structured_libero_spatial_task_t9_s1_r1,40,3,2,2,True,1,11,
pg,baseline,9,10,1,success,20260813-16:08:46_libero_spatial_task_t9_s10,40,1,1,1,True,1,9,
pg,baseline,9,10,2,success,20260815-01:40:14_baseline_libero_spatial_task_t9_s10_r2,40,2,2,1,True,1,4,
pg,baseline,9,10,3,policy_fail,20260815-01:40:28_baseline_libero_spatial_task_t9_s10_r3,40,1,1,0,False,1,5,
pg,hardcap,9,10,2,success,20260818-10:38:24_hardcap_libero_spatial_task_t9_s10_r2,30,1,1,1,False,1,8,success
pg,hardcap,9,10,1,policy_fail,20260818-10:37:13_hardcap_libero_spatial_task_t9_s10_r1,40,1,1,1,False,1,9,
pg,hardcap,9,10,3,policy_fail,20260818-10:39:25_hardcap_libero_spatial_task_t9_s10_r3,40,2,2,1,False,1,10,
pg,ours,9,10,1,success,20260817-15:53:23_ours_libero_spatial_task_t9_s10_r1,39,2,2,1,True,1,4,success
pg,ours,9,10,3,policy_fail,20260817-15:54:16_ours_libero_spatial_task_t9_s10_r3,40,1,1,0,False,1,8,
pg,ours,9,10,2,success,20260817-15:53:55_ours_libero_spatial_task_t9_s10_r2,32,1,1,1,True,1,6,success
sm,structured,9,10,1,policy_fail,20260818-16:33:23_structured_libero_spatial_task_t9_s10_r1,40,5,2,2,False,1,8,failure
pg,baseline,9,2,1,success,20260813-15:38:56_libero_spatial_task_t9_s2,38,1,1,1,True,1,9,success
pg,baseline,9,2,2,success,20260814-23:55:21_baseline_libero_spatial_task_t9_s2_r2,38,1,1,1,True,1,6,success
pg,baseline,9,2,3,policy_fail,20260814-23:56:05_baseline_libero_spatial_task_t9_s2_r3,40,1,1,1,False,1,9,
pg,hardcap,9,2,2,policy_fail,20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r2,40,2,2,0,False,1,5,
pg,hardcap,9,2,3,policy_fail,20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r3,40,1,1,0,False,1,9,
pg,hardcap,9,2,1,policy_fail,20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r1,40,2,2,1,False,1,8,
pg,ours,9,2,1,policy_fail,20260817-15:19:00_ours_libero_spatial_task_t9_s2_r1,40,2,2,0,False,1,5,
pg,ours,9,2,2,success,20260817-15:20:00_ours_libero_spatial_task_t9_s2_r2,39,1,1,1,True,1,7,success
pg,ours,9,2,3,success,20260817-15:20:23_ours_libero_spatial_task_t9_s2_r3,38,1,1,1,True,1,9,success
sm,structured,9,2,1,success,20260818-16:21:43_structured_libero_spatial_task_t9_s2_r1,29,1,1,1,True,1,6,success
pg,baseline,9,3,1,policy_fail,20260813-15:42:48_libero_spatial_task_t9_s3,40,1,1,0,False,1,5,
pg,baseline,9,3,3,policy_fail,20260815-00:10:12_baseline_libero_spatial_task_t9_s3_r3,40,2,2,0,False,1,7,
pg,baseline,9,3,2,success,20260815-00:09:44_baseline_libero_spatial_task_t9_s3_r2,36,1,1,1,True,1,7,success
pg,hardcap,9,3,1,success,20260818-10:06:51_hardcap_libero_spatial_task_t9_s3_r1,34,1,1,1,True,1,9,success
pg,hardcap,9,3,2,policy_fail,20260818-10:06:51_hardcap_libero_spatial_task_t9_s3_r2,40,2,2,1,False,1,9,
pg,hardcap,9,3,3,policy_fail,20260818-10:15:13_hardcap_libero_spatial_task_t9_s3_r3,40,2,2,0,False,1,5,
pg,ours,9,3,1,policy_fail,20260817-15:21:41_ours_libero_spatial_task_t9_s3_r1,40,1,1,0,False,1,5,
pg,ours,9,3,2,policy_fail,20260817-15:22:48_ours_libero_spatial_task_t9_s3_r2,40,1,1,0,False,1,7,
pg,ours,9,3,3,success,20260817-15:24:11_ours_libero_spatial_task_t9_s3_r3,40,2,2,1,True,1,8,success
sm,structured,9,3,1,policy_fail,20260818-16:22:16_structured_libero_spatial_task_t9_s3_r1,39,3,2,1,False,1,8,failure
pg,baseline,9,4,1,success,20260813-15:52:31_libero_spatial_task_t9_s4,39,1,1,1,True,1,7,success
pg,baseline,9,4,2,success,20260815-00:21:33_baseline_libero_spatial_task_t9_s4_r2,35,1,1,1,True,1,6,success
pg,baseline,9,4,3,success,20260815-00:23:23_baseline_libero_spatial_task_t9_s4_r3,37,1,1,1,True,1,6,success
pg,hardcap,9,4,1,policy_fail,20260818-10:15:25_hardcap_libero_spatial_task_t9_s4_r1,40,2,1,2,False,2,12,
pg,hardcap,9,4,2,policy_fail,20260818-10:15:36_hardcap_libero_spatial_task_t9_s4_r2,40,1,1,1,False,1,11,
pg,hardcap,9,4,3,success,20260818-10:17:46_hardcap_libero_spatial_task_t9_s4_r3,40,3,2,1,False,1,7,
pg,ours,9,4,1,success,20260817-15:27:21_ours_libero_spatial_task_t9_s4_r1,36,1,1,1,True,1,8,success
pg,ours,9,4,2,policy_fail,20260817-15:29:54_ours_libero_spatial_task_t9_s4_r2,40,2,2,0,False,1,5,
pg,ours,9,4,3,success,20260817-15:30:29_ours_libero_spatial_task_t9_s4_r3,35,2,1,1,True,2,6,success
sm,structured,9,4,1,success,20260818-16:23:02_structured_libero_spatial_task_t9_s4_r1,18,1,1,1,True,1,4,success
pg,baseline,9,5,1,success,20260813-15:53:34_libero_spatial_task_t9_s5,37,1,1,1,True,1,8,success
pg,baseline,9,5,2,success,20260815-00:34:33_baseline_libero_spatial_task_t9_s5_r2,34,1,1,1,True,1,6,success
pg,baseline,9,5,3,success,20260815-00:35:13_baseline_libero_spatial_task_t9_s5_r3,31,2,2,1,True,1,6,success
pg,hardcap,9,5,2,policy_fail,20260818-10:19:24_hardcap_libero_spatial_task_t9_s5_r2,40,1,1,1,False,1,8,
pg,hardcap,9,5,1,policy_fail,20260818-10:18:53_hardcap_libero_spatial_task_t9_s5_r1,40,2,2,1,False,1,7,
pg,hardcap,9,5,3,policy_fail,20260818-10:19:45_hardcap_libero_spatial_task_t9_s5_r3,40,2,2,0,False,1,7,
pg,ours,9,5,3,success,20260817-15:31:54_ours_libero_spatial_task_t9_s5_r3,34,1,1,1,True,1,6,success
pg,ours,9,5,1,policy_fail,20260817-15:31:20_ours_libero_spatial_task_t9_s5_r1,40,1,1,0,False,1,7,
pg,ours,9,5,2,policy_fail,20260817-15:31:37_ours_libero_spatial_task_t9_s5_r2,40,2,2,1,False,1,10,
sm,structured,9,5,1,success,20260818-16:25:37_structured_libero_spatial_task_t9_s5_r1,17,1,1,1,True,1,4,success
pg,baseline,9,6,1,policy_fail,20260813-15:53:36_libero_spatial_task_t9_s6,40,3,2,1,False,1,4,
pg,baseline,9,6,2,policy_fail,20260815-00:45:31_baseline_libero_spatial_task_t9_s6_r2,40,2,2,2,False,1,8,
pg,baseline,9,6,3,policy_fail,20260815-00:47:37_baseline_libero_spatial_task_t9_s6_r3,40,2,2,0,False,1,3,
pg,hardcap,9,6,1,policy_fail,20260818-10:19:49_hardcap_libero_spatial_task_t9_s6_r1,40,1,1,0,False,1,5,
pg,hardcap,9,6,3,success,20260818-10:24:06_hardcap_libero_spatial_task_t9_s6_r3,34,1,1,1,True,1,7,success
pg,hardcap,9,6,2,success,20260818-10:24:01_hardcap_libero_spatial_task_t9_s6_r2,40,4,4,1,True,1,7,
pg,ours,9,6,1,policy_fail,20260817-15:33:11_ours_libero_spatial_task_t9_s6_r1,40,2,2,0,False,1,7,
pg,ours,9,6,2,success,20260817-15:35:40_ours_libero_spatial_task_t9_s6_r2,40,3,3,1,True,1,8,success
pg,ours,9,6,3,policy_fail,20260817-15:36:02_ours_libero_spatial_task_t9_s6_r3,40,1,1,1,False,1,6,
sm,structured,9,6,1,success,20260818-16:27:59_structured_libero_spatial_task_t9_s6_r1,31,2,2,1,True,1,4,success
pg,baseline,9,7,1,success,20260813-15:56:15_libero_spatial_task_t9_s7,40,1,1,1,True,1,7,
pg,baseline,9,7,2,success,20260815-00:59:15_baseline_libero_spatial_task_t9_s7_r2,40,2,2,2,False,1,8,success
pg,baseline,9,7,3,policy_fail,20260815-01:01:39_baseline_libero_spatial_task_t9_s7_r3,40,1,1,0,False,1,8,
pg,hardcap,9,7,3,success,20260818-10:27:39_hardcap_libero_spatial_task_t9_s7_r3,37,1,1,1,True,1,5,success
pg,hardcap,9,7,1,success,20260818-10:26:25_hardcap_libero_spatial_task_t9_s7_r1,31,1,1,1,True,1,5,success
pg,hardcap,9,7,2,success,20260818-10:27:11_hardcap_libero_spatial_task_t9_s7_r2,40,2,2,2,True,1,14,
pg,ours,9,7,1,success,20260817-15:41:08_ours_libero_spatial_task_t9_s7_r1,34,1,1,1,True,1,6,success
pg,ours,9,7,3,success,20260817-15:42:46_ours_libero_spatial_task_t9_s7_r3,40,1,1,1,True,1,6,success
pg,ours,9,7,2,success,20260817-15:42:00_ours_libero_spatial_task_t9_s7_r2,39,1,1,1,True,1,8,success
sm,structured,9,7,1,success,20260818-16:28:06_structured_libero_spatial_task_t9_s7_r1,38,3,1,3,True,2,11,success
pg,baseline,9,8,1,policy_fail,20260813-16:06:42_libero_spatial_task_t9_s8,40,1,1,1,False,1,9,
pg,baseline,9,8,2,success,20260815-01:12:59_baseline_libero_spatial_task_t9_s8_r2,31,1,1,1,True,1,6,success
pg,baseline,9,8,3,policy_fail,20260815-01:13:24_baseline_libero_spatial_task_t9_s8_r3,40,1,1,1,False,1,9,
pg,hardcap,9,8,1,success,20260818-10:29:41_hardcap_libero_spatial_task_t9_s8_r1,34,1,1,1,True,1,5,success
pg,hardcap,9,8,2,policy_fail,20260818-10:29:57_hardcap_libero_spatial_task_t9_s8_r2,40,1,1,1,False,1,8,
pg,hardcap,9,8,3,policy_fail,20260818-10:30:39_hardcap_libero_spatial_task_t9_s8_r3,40,1,1,1,False,1,8,
pg,ours,9,8,2,success,20260817-15:43:57_ours_libero_spatial_task_t9_s8_r2,29,2,2,1,False,1,6,success
pg,ours,9,8,1,policy_fail,20260817-15:43:44_ours_libero_spatial_task_t9_s8_r1,40,1,1,1,False,1,12,
pg,ours,9,8,3,policy_fail,20260817-15:44:36_ours_libero_spatial_task_t9_s8_r3,40,1,1,1,False,1,9,
sm,structured,9,8,1,policy_fail,20260818-16:30:14_structured_libero_spatial_task_t9_s8_r1,40,4,3,3,False,1,14,
pg,baseline,9,9,1,success,20260813-16:07:13_libero_spatial_task_t9_s9,32,2,2,1,True,1,6,success
pg,baseline,9,9,2,policy_fail,20260815-01:25:39_baseline_libero_spatial_task_t9_s9_r2,40,1,1,1,False,1,8,
pg,baseline,9,9,3,success,20260815-01:27:33_baseline_libero_spatial_task_t9_s9_r3,40,1,1,0,False,1,11,
sm,baseline,9,9,2,success,20260818-16:37:46_baseline_libero_spatial_task_t9_s9_r2,39,1,1,1,True,1,6,success
pg,hardcap,9,9,2,success,20260818-10:35:25_hardcap_libero_spatial_task_t9_s9_r2,26,1,1,1,True,1,7,success
pg,hardcap,9,9,1,policy_fail,20260818-10:33:23_hardcap_libero_spatial_task_t9_s9_r1,40,1,1,0,False,1,7,
pg,hardcap,9,9,3,policy_fail,20260818-10:35:50_hardcap_libero_spatial_task_t9_s9_r3,40,1,1,1,False,1,9,
pg,ours,9,9,1,success,20260817-15:46:00_ours_libero_spatial_task_t9_s9_r1,29,2,2,0,False,1,2,success
pg,ours,9,9,2,policy_fail,20260817-15:47:15_ours_libero_spatial_task_t9_s9_r2,40,2,2,0,False,1,6,
pg,ours,9,9,3,success,20260817-15:52:26_ours_libero_spatial_task_t9_s9_r3,40,3,3,1,False,1,8,
sm,structured,9,9,1,success,20260818-16:30:37_structured_libero_spatial_task_t9_s9_r1,32,2,2,1,True,1,5,success
